field,topic_title,topic_duration,comment_author,comment_date,comment_text,processing_comment_text
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,HASSAN,الخميس 31 أكتوبر 2019 - 12:15,في هذا البلد لم نعد نعرف من هو على صواب ومن الكذاب حيث كل يرمي بالكرة بشباك الاخر . هذا الضحك والاستهتار بالشعب,البلد نعد نعرف صواب الكذاب يرمي بالكرة بشباك الاخر الضحك والاستهتار بالشعب
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,مهاجر وطني.برشلونة,الخميس 31 أكتوبر 2019 - 13:47,ايام الامتيازات و ايام بناء رأسمال على ضهر الغير وعلى ماسات الفقراء والناس المغلوبين عن امرهم انتهت.الان اخرج من الصح ووضح دورك قدر ماتقبض من الاجر والراتب على هموم الشعب وقم بواجبك. والا السجن ينتظرك.هذا هو المطلوب اليوم كفى استهثارا وكفانا غباءا.... ومن هذا المنبر فاني احيي عاليا السيد رءيس المجلس الأعلى للحسابات.اني احييك عاليا واحيي فيك هذه الروح الوطنية.مصداقا لقول الله عز وجل بعد اعود بالله من الشيطان الرجيم بسم الله الرحمن الرحيم.من المؤمنين رجال صدقوا ما عاهدوا الله عليه و منهم من قضى نحبه ومنهم من ينتظر وما بدلوا تبديلا..... صدق الله العظيم. اللهم انصرك على اعداء هذا الوطن.,الامتيازات بناء رأسمال ضهر الغير ماسات الفقراء والناس المغلوبين امرهم انتهت اخرج الصح ووضح دورك قدر ماتقبض الاجر والراتب هموم الشعب وقم بواجبك والا السجن ينتظرك المطلوب كفى استهثارا وكفانا غباءا المنبر فاني احيي عاليا السيد رءيس المجلس الأعلى للحسابات اني احييك عاليا واحيي فيك الروح الوطنية مصداقا لقول الله عز وجل اعود بالله الشيطان الرجيم بسم الله الرحمن الرحيم المؤمنين رجال صدقوا عاهدوا الله منهم قضى نحبه ومنهم ينتظر بدلوا تبديلا صدق الله العظيم اللهم انصرك اعداء الوطن 
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,بيي,الخميس 31 أكتوبر 2019 - 13:52,واش كيحشمو هذا الناس أو لا ،زعما رآه لبلاد ماخاصهاوالو أو ما كاين لاش تقلبو على السلبيات.,واش كيحشمو الناس زعما رآه لبلاد ماخاصهاوالو كاين لاش تقلبو السلبيات 
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,salamat,الخميس 31 أكتوبر 2019 - 14:47,تقرير مجلس الحسابات تقرير مؤسساتي يتوخى الاستقلالية عن اي اعتبارات سياسية اطر مختص في المجال المحسباتي الان المطلوب الاجابة على التقرير لا اقل ولا اكتر والتقرير يجب ان لايطوى,تقرير مجلس الحسابات تقرير مؤسساتي يتوخى الاستقلالية اعتبارات سياسية اطر مختص المجال المحسباتي المطلوب الاجابة التقرير اقل اكتر والتقرير يجب لايطوى
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,ربيعة الهناوي,الخميس 31 أكتوبر 2019 - 14:48,الأحزاب الإدارية مثل حزبك هو سبب البلاء والبلبلة في هذا البلد.لقد فشلتم فشلا ذريعا في قيادة السفينة، لأنكم اوهمتم المغاربة بالعصا السحرية، وتبين بالواضح إنكم لستم سوى “ بوق لولي نعمتكم، احترفتم السياسة لخدمة المصالح الشخصية لكم ولولي نعمتكم. عليكم ان تخجلوا اذا كُانت لكم مثقال حبة من الحياء.,الأحزاب الإدارية حزبك سبب البلاء والبلبلة البلد لقد فشلتم فشلا ذريعا قيادة السفينة لأنكم اوهمتم المغاربة بالعصا السحرية وتبين بالواضح إنكم بوق لولي نعمتكم احترفتم السياسة لخدمة المصالح الشخصية ولولي نعمتكم عليكم تخجلوا انت مثقال حبة الحياء 
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,كبّر بيا آخويا,الخميس 31 أكتوبر 2019 - 14:57,من يشهد لك يا ثعلب؟ ذيلي يا سيدي..! التجمع الدستوري معناه: كأن تقول 1+ 0= 10...الصفر يريد ان تكون إضافته للواحد تعكي قسرا عشرة وليس واحد فقط.. المجلس الاعلى للحسابات يرصد النقائص وليس الإيجابيات، لأن الإيجابيات هي الاصل وهي الواجب تحقيقه، فالمجلس الأعلى للحسابات حين أظهر النقائص والسلبيات في مشروع المغرب الأخضر الذي تسهر عليه وزارة الفلاحة والتي يسيرها التجمع عبر رئيسه الاخ نوش، ليس وحده من انتقد إنجازات هذه الوزارة بل الاتحاد الاوربي بدورة سلط الضوء على المكامن السوداء في الموضوع وارسلها لمن يعنيه الامر..,يشهد ثعلب ذيلي سيدي التجمع الدستوري معناه تقول الصفر يريد إضافته للواحد تعكي قسرا المجلس الاعلى للحسابات يرصد النقائص الإيجابيات الإيجابيات الاصل الواجب تحقيقه فالمجلس الأعلى للحسابات أظهر النقائص والسلبيات مشروع المغرب الأخضر تسهر وزارة الفلاحة يسيرها التجمع عبر رئيسه الاخ نوش وحده انتقد إنجازات الوزارة الاتحاد الاوربي بدورة سلط الضوء المكامن السوداء الموضوع وارسلها لمن يعنيه الامر 
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,متطوع في المسيرة الخضراء,الخميس 31 أكتوبر 2019 - 14:58,من خلال هذا العرض اتضح جليا ان اللجنة قامت بدور فعال وحاسبة الجميع دون هوادة والمطلوب  تنزيل التقارير الى ارض الواقع بعيدا عن التأويلات من طرف البعض الدين يريدون تضليل التقارير بالاوهام المطلوب من القضاء المغربي تفعيل مقتضيات المنصوص عليها في الدستور بربط المسؤولية بالمحاسبة لان عرض التقرير عن البرلمان اعتقد انه خاطيء في مضمونه لايقبل ان يكون المتهم المفترض حكما لاء والف لاء,العرض اتضح جليا اللجنة قامت بدور فعال وحاسبة الجميع هوادة والمطلوب تنزيل التقارير ارض الواقع بعيدا التأويلات طرف البعض الدين يريدون تضليل التقارير بالاوهام المطلوب القضاء المغربي تفعيل مقتضيات المنصوص الدستور بربط المسؤولية بالمحاسبة لان عرض التقرير البرلمان اعتقد خاطيء مضمونه لايقبل المتهم المفترض حكما لاء والف لاء
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,كبّر بيا آخويا... تتمة,الخميس 31 أكتوبر 2019 - 14:58,الحصانة البرلمانية وضعت كي يقوم البرلماني بمهامه بدون تضييق او تخوف وليس للتبوريد على مؤسسة دستورية يشهد لها العالم بالمصداقية.. يترأسها رئيس بل رئيس اول كان من بين المناصب التي مارسها وزارات مختلفة بالإضافة إلى الوزارة الاولى . فإذا اراد الدستوري التشويش على تقارير مجلس الحسابات الوطني كمقابل للعراقيل التي وضعها التجمع من أجل استوزار هذا الحزب الصغير رغما عن كل القياسات والمبادئ فها هو الرد الأيديولوجي يظهر جليا والمواطن المغربي المعاصر ليس هو مواطن 1970 حتى تنطلي عليه الخيلة المكشوفة ، أي البلا بلا السياسية وامدح خوك آ البوخاري..,الحصانة البرلمانية وضعت يقوم البرلماني بمهامه بدون تضييق تخوف للتبوريد مؤسسة دستورية يشهد العالم بالمصداقية يترأسها رئيس رئيس المناصب مارسها وزارات مختلفة بالإضافة الوزارة اراد الدستوري التشويش تقارير مجلس الحسابات الوطني كمقابل للعراقيل وضعها التجمع استوزار الحزب الصغير رغما القياسات والمبادئ فها الرد الأيديولوجي يظهر جليا والمواطن المغربي المعاصر مواطن تنطلي الخيلة المكشوفة البلا بلا السياسية وامدح خوك البوخاري 
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,ملاحظ,الخميس 31 أكتوبر 2019 - 16:39,أنه لمنطق غريب. يجب أن يعلم هذا البرلماني أن العدو الأول للاستقرار هو السكون و التستر على الاختلالات وليس فضحها. هذا المنطق ينبؤننا على مستوى الكثير من البرلمانيين,لمنطق غريب يجب يعلم البرلماني العدو الأول للاستقرار السكون التستر الاختلالات فضحها المنطق ينبؤننا مستوى الكثير البرلمانيين
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today, مغربي ,الخميس 31 أكتوبر 2019 - 17:51,المجلس الأعلى للحسابات مؤسسة دستورية عليا ومختصة ومعترف بها وهي تتكلم بالأرقام في فحص الاختلالات وتقترح الحلول الناجعة ولا تتكلم لغة الخشب أو التبخيس. يجب تفعيل قانون ربط المسؤولية بالمحاسبة وليس الدفاع عمن يسيء استغلال المال العام حتى وصلت البلاد إلى الحافة.,المجلس الأعلى للحسابات مؤسسة دستورية عليا ومختصة ومعترف تتكلم بالأرقام فحص الاختلالات وتقترح الحلول الناجعة تتكلم لغة الخشب التبخيس يجب تفعيل قانون ربط المسؤولية بالمحاسبة الدفاع عمن يسيء استغلال المال العام وصلت البلاد الحافة 
politique,التجمّع الدستوري تقرير مجلس الحسابات يخلق البلبلة والفوضى,today,Mansour Essaïh,الخميس 31 أكتوبر 2019 - 18:31,غباء ! هل مُهِمَّةُ الشرطي أو الدركي أن يسجلا عليكم مخالفاتِكُم و اسْتِهْتارَكُم بِقانون السير أو أن يسجلا لكم حُسْنَ قيادَتِكُم لسياراتكم ؟ و هل مهمتهما، أيضاً، أن يُطْنِبَا في الثناء على فخارة تلكم السيارات ليدغدغوا غرور بعضكم و كبرياءكم ؟  لقد ناضل المغاربة البسطاء (*) راجِعُوا تعليقاتهم على صفحات التواصل الاجتماعي ـــ إلَّا الأميين منهم، و هم كُثُر، ما عندي ما ندير لهم، وكلت الله على لِّي انتخبهم) في سبيل تحرير القضاء من هيمنة السلطتين التنفيدية و التشريعية. هذا ما حصل و هذا ما يزعج الذين اعتادوا السياقة و الدهس بدون عقاب و لا حساب والذين يريدون من قضاة المجلس الأعلى للحسابات أن يسبحوا صباح مساء بأسمائهم و أن يبرزوا محاسنهم و مناقبهم و لو باصطناعها في حالة عَدَمِها.  الله ''لا'' يعطينا وجوهكم !,غباء الشرطي الدركي يسجلا عليكم مخالفات اس تار قانون السير يسجلا قياد لسياراتكم مهمتهما الثناء فخارة السيارات ليدغدغوا غرور بعضكم كبرياءكم لقد ناضل المغاربة البسطاء راج تعليقاتهم صفحات التواصل الاجتماعي ـــ إل الأميين منهم عندي ندير وكلت الله انتخبهم سبيل تحرير القضاء هيمنة السلطتين التنفيدية التشريعية حصل يزعج اعتادوا السياقة الدهس بدون عقاب حساب يريدون قضاة المجلس الأعلى للحسابات يسبحوا بأسمائهم يبرزوا محاسنهم مناقبهم باصطناعها حالة الله يعطينا وجوهكم 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,Nordine,الخميس 31 أكتوبر 2019 - 02:22,لقد تم تدجين هادا الشعب وتجيهله عن اموره الوطنية شعب يفقه في كل شيء وهو ماقاري حتى زفتا نعم نحتاج الى برلمان قوي بالاراء المختلفة لا براي واحد اما تلك التخريجات المفبركة من هادا وداك فاكل الدهر عليها,لقد تدجين هادا الشعب وتجيهله اموره الوطنية شعب يفقه شيء ماقاري زفتا نحتاج برلمان قوي بالاراء المختلفة براي التخريجات المفبركة هادا وداك فاكل الدهر
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,خدوج,الخميس 31 أكتوبر 2019 - 02:23,باش ما يضحكش علينا تا شي واحد برلماني يقدم نفسه أنه الاستثناء ، السي بلا فريج يعي جيدا أن البرلمان هو هيأة تشريعية ، ويدرك أنه قبل ترشحه له خط تحريري محدد سلفا حسب طبيعة النسق التي تجعل من الحكومة مجرد وظائف لا سلط ، والسلطة التشريعية للبرلمان في الحقيقة ليست للبرلمان إلا في حدود معينة أما القضايا الكبرى فكلنا نعلم من له سلطة تشريعية وتنفيذية فيها ، لذلك فالترشح للبرلمان سلفا يعني ببساطة أ السي بلا فريج : معارضة الواجهة التي ليس لها أي تأثير سوى أن صاحبها يركب عليها ليظهر بمظهر الاستثناء ، الذين يرفضون هذه المهزلة لم يشاركوا ولم تعط لهم الشرعية لأنه يمثلون المعارضة الحقيقية للسلطة لا الوظائف ، ف بلا ما ضحك علينا لأنك تمثل معارضة الواجهة التي لو لم توجد لسعى صاحب السلطة لتأثيث المشهد بها ، والجميع تحت قبضة المخزن,باش يضحكش علينا تا شي برلماني يقدم الاستثناء السي بلا فريج يعي جيدا البرلمان هيأة تشريعية ويدرك ترشحه خط تحريري محدد سلفا طبيعة النسق تجعل الحكومة مجرد وظائف سلط والسلطة التشريعية للبرلمان الحقيقة للبرلمان حدود معينة القضايا الكبرى فكلنا نعلم سلطة تشريعية وتنفيذية فالترشح للبرلمان سلفا يعني ببساطة السي بلا فريج معارضة الواجهة تأثير صاحبها يركب ليظهر بمظهر الاستثناء يرفضون المهزلة يشاركوا تعط الشرعية لأنه يمثلون المعارضة الحقيقية للسلطة الوظائف بلا ضحك علينا لأنك تمثل معارضة الواجهة توجد لسعى صاحب السلطة لتأثيث المشهد والجميع قبضة المخزن
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,Rachida,الخميس 31 أكتوبر 2019 - 02:30,القوى الاجنبية تضحك علينا حنا و الجزائر.. عوض استثمار اموال الجيش فالتعليم و الصحة للارتقاء لمصاف الدول المتحضرة نصرف اموالا طائلة الشعبان في حاجة ماسة اليها..,القوى الاجنبية تضحك علينا حنا الجزائر استثمار اموال الجيش فالتعليم الصحة للارتقاء لمصاف الدول المتحضرة نصرف اموالا طائلة الشعبان حاجة ماسة 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,البقرة الطائرة,الخميس 31 أكتوبر 2019 - 03:09,سنلحق بنادي الدول العضمى,سنلحق بنادي الدول العضمى
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,karim,الخميس 31 أكتوبر 2019 - 03:26,Budget défense c'est les américains qui obligent tout le monde à acheter. Si on achète pas chez eux c'est sûr il vaut ne poser des problèmes. En achetant on évite d'avoir des soucis.  De même la défense et la sûreté c'est la base de l'état. Si on n'a pas ces deux là on ne peut rien bâtir derrière.  La modernisation de l'armée c'est comme moderniser l'industrie. Il faut suivre la technologie. Si non on sera dépasser largement et pour se rattrapper c'est cher. Peut-être que le budget de la défense a été faible et il y'a un rattrapage depuis les dix dernières années.  Vaux payer sa défense que d'avoir des soucis de sécurité. Le coût est nettement plus cher. Il faut donner au militaire les moyens de nous défendre.,budget défens c est le américain qui oblig tout le mond à achet si on achèt pa chez eux c est sûr il vaut ne poser de problèm en achet on évite d avoir de souci de même la défens et la sûreté c est la base de l état si on n a pa ce deux là on ne peut rien bâtir derrièr la modernis de l armé c est comm modernis l industri il faut suivr la technologi si non on sera dépasser largement et pour se rattrapp c est cher peut être que le budget de la défens a été faibl et il y a un rattrapag depui le dix dernièr anné vaux payer sa défens que d avoir de souci de sécurité le coût est nettement plu cher il faut donner au militair le moyen de nou défendr 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,اقتراح,الخميس 31 أكتوبر 2019 - 03:32,نقتارح علي عمر بلا فريج يوجد لائحة من الاسماء اللي معروفين بالكفاءة و اللي كا يدافعوا علي ولاد الشعب بحال طبيب الفقراء اللي القضية ديالو معروفة علاش ما ردوهش وزير صحة و اشخاص اللي فعلا باغيين الخير للبلاد و يرشحوا نفسهم ف الانتخابات و انا متاكد 100% ان كل الاخوة و الاخوات ( لا اقصد حزب الاخوان - ) اللي شاركوا ف حملة المقاطعة غادي يديروا حملة جديدة لطرد الفاسدين من الحكومة تقريبا بحال اللي وقع ف تونس صوتو علي رئيس من ولاد الشعب .,نقتارح عمر بلا فريج يوجد لائحة الاسماء اللي معروفين بالكفاءة اللي كا يدافعوا ولاد الشعب بحال طبيب الفقراء اللي القضية ديالو معروفة علاش ردوهش وزير صحة اشخاص اللي فعلا باغيين الخير للبلاد يرشحوا نفسهم الانتخابات انا متاكد الاخوة الاخوات اقصد حزب الاخوان اللي شاركوا حملة المقاطعة غادي يديروا حملة جديدة لطرد الفاسدين الحكومة تقريبا بحال اللي وقع تونس صوتو رئيس ولاد الشعب 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,مخبي,الخميس 31 أكتوبر 2019 - 03:33,مرحلة التصنيع العسكري وادابا دويتي اسي بن لافريج هادي متافق معاك فيها حوائج أخرى لا....لا,مرحلة التصنيع العسكري وادابا دويتي اسي لافريج هادي متافق معاك حوائج أخرى
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,ملاحظ,الخميس 31 أكتوبر 2019 - 05:44,المفسدون الكبار يحاربون صوت الحق لضمان استمرار فسادهم .ويجندون بلطجيتهم . لقمع هذه الاصوات الشريفة .,المفسدون الكبار يحاربون صوت الحق لضمان استمرار فسادهم ويجندون بلطجيتهم لقمع الاصوات الشريفة 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,عبدالحق,الخميس 31 أكتوبر 2019 - 07:11,الحمد لله. يجب مناقشة ميزانية كل القطاعات التي تستهلك ولا تعطي هذه هي النقط التي يجب على البرلماني العمل عليها وتوصيلها وشرحها تفصيليا للمواطن ونظرة الحزب لمعالجتها .,الحمد لله يجب مناقشة ميزانية القطاعات تستهلك تعطي النقط يجب البرلماني العمل وتوصيلها وشرحها تفصيليا للمواطن ونظرة الحزب لمعالجتها 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,محمد,الخميس 31 أكتوبر 2019 - 07:52,كيف تنتظر من برلمان ، بمجلسيه، أغلبيتهم يستعصي عليه نطق المكتوب ، أن يناقشوا و يستوعبوا أمور ميزانية الدولة ؟!! العدالة و التنمية حزب نجح في مهمته ، التي تتمثل في تضييق معيشة الشعب.,تنتظر برلمان بمجلسيه أغلبيتهم يستعصي نطق المكتوب يناقشوا يستوعبوا أمور ميزانية الدولة العدالة التنمية حزب نجح مهمته تتمثل تضييق معيشة الشعب 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,إبراهيم,الخميس 31 أكتوبر 2019 - 08:03,هل يوصي بلافريج بأن تنتظر أن نكون في حرب حتى نشتري أسلحة و نقوي من إمكانياتنا العسكرية؟ ما على بلافريج الا أن يعمل جاهدا لتقوية حزبه للذفر بعدد كاف من المقاعد بالبرلمان لكي لا يسمح بمرور قانون المالية الذي يقرر النسبة المقررة للعسكرة,يوصي بلافريج بأن تنتظر نكون حرب نشتري أسلحة نقوي إمكانياتنا العسكرية بلافريج يعمل جاهدا لتقوية حزبه للذفر بعدد المقاعد بالبرلمان يسمح بمرور قانون المالية يقرر النسبة المقررة للعسكرة
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,مهاجر,الخميس 31 أكتوبر 2019 - 09:53,الإرادة السياسية من أجل الإصلاح غائبة، البرلمان سلطة حاكمة؛ لكنه لا يمارس سوى 50 في المائة من اختصاصاته فلا اصلاح بدون ترميم ثقافة المجتمع والعقول التي تسير وتدبر الأحزاب السياسية وتطبيق النموذج الديموقراطي الصحيح.,الإرادة السياسية الإصلاح غائبة البرلمان سلطة حاكمة يمارس المائة اختصاصاته اصلاح بدون ترميم ثقافة المجتمع والعقول تسير وتدبر الأحزاب السياسية وتطبيق النموذج الديموقراطي الصحيح 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,moaten maghribi,الخميس 31 أكتوبر 2019 - 10:14,التعليم و الصحة و الشغل في امس الحاجة الى هذه الاموال التى ندفعها فى الاسلحة ثم نتركها تهترئ داخل الثكنات العسكرية.,التعليم الصحة الشغل الحاجة الاموال ندفعها الاسلحة نتركها تهترئ داخل الثكنات العسكرية 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,البيضاوي,الخميس 31 أكتوبر 2019 - 10:38,البرلمان لا يمثل الشعب . بل البرلمان يمثل على الشعب مسرحية .فالبرلمانيون لا يمثلون الشعب بل هم الممثلون في هذه المسرحية . كل البرلمانيين هدفهم هو اما كسب الحصانة الديبلوماسية. أو المعاش السمين. أو حماية تجارته . أو تحصين شركته الصناعية . أو إعفاء مستورداته الخارجية من الجمارك . أو الفلاحة او العقار ... إلى غير ذلك . أو كلها معا.,البرلمان يمثل الشعب البرلمان يمثل الشعب مسرحية فالبرلمانيون يمثلون الشعب الممثلون المسرحية البرلمانيين هدفهم كسب الحصانة الديبلوماسية المعاش السمين حماية تجارته تحصين شركته الصناعية إعفاء مستورداته الخارجية الجمارك الفلاحة العقار كلها معا 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,NeoSimo,الخميس 31 أكتوبر 2019 - 11:46,البرلمان ما هو إلا مرآة حقيقية للشعب كما هي الحكومة... و من يمثلنا حالياً كأغلبية يمثل نسبة الجهل العالية ونسبة الوعي القليلة في تركيبة المغرب...  لا أتفق مع بلافريج في ربط ميزانية الدفاع مع العام زين لأننا نمر بمرحلة دقيقة من تاريخنا تستوجب الإستثمار القوي في الدفاع عن وطننا... وهي موضوع حياة أو موت بالنسبة لنا كوطن...  أما تصنيع السلاح فأتفق معه تماماً... حتى لو بدأنا بخطوات بسيطة فمشوار الألف ميل يبدأ بخطوة...,البرلمان مرآة حقيقية للشعب الحكومة يمثلنا كأغلبية يمثل نسبة الجهل العالية ونسبة الوعي القليلة تركيبة المغرب أتفق بلافريج ربط ميزانية الدفاع العام زين لأننا نمر بمرحلة دقيقة تاريخنا تستوجب الإستثمار القوي الدفاع وطننا موضوع حياة موت بالنسبة كوطن تصنيع السلاح فأتفق تماما بدأنا بخطوات بسيطة فمشوار الألف ميل يبدأ بخطوة 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,ميلود,الخميس 31 أكتوبر 2019 - 12:15,ميزانية التسلح والدفاع مرتبطة بميزان القوى في المنطقة  الم تسمع بما تعده البوليزالريو والجزائر  ثم ألم تطلع على ميزانية الدفاع الجزائرية,ميزانية التسلح والدفاع مرتبطة بميزان القوى المنطقة الم تسمع تعده البوليزالريو والجزائر ألم تطلع ميزانية الدفاع الجزائرية
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,meme,الخميس 31 أكتوبر 2019 - 12:20,سي بلافريج نديرو مليون برلماني ولكن بشرط لا يتقاضون اية اجرة لانهم جاءوا لخدمة الشعب ولتحقيق العدل والمساواة ولكن برلمانيينا هنا لاصلاح مصالحهم ولنهب الشعب لكي يردوا ما صرفوه على حملاتهم الانتخابية ولاستعراض عضلاتهم وعضلات اولادهم في سيارات الدولة من فلوس الشعب نبدا بك انت الاول ماذا حققت في مجالس حقوق الانسان وماذا اصلحت في الضرائب ! تتكلمت عن الحريات الفردية كان الناس فعلا لا يجهضون ولا يتسامرون ووووو واخيرا قهرتونا بالكلام الذي نعرفه جيدا ونلومكم على قبول العضوية وانتم تعرفون انكم لا قدرة لكم على التغيير,سي بلافريج نديرو برلماني بشرط يتقاضون اية اجرة لانهم جاءوا لخدمة الشعب ولتحقيق العدل والمساواة برلمانيينا لاصلاح مصالحهم ولنهب الشعب يردوا صرفوه حملاتهم الانتخابية ولاستعراض عضلاتهم وعضلات اولادهم سيارات الدولة فلوس الشعب نبدا انت حققت مجالس حقوق الانسان وماذا اصلحت الضرائب تتكلمت الحريات الفردية الناس فعلا يجهضون يتسامرون ووووو واخيرا قهرتونا بالكلام نعرفه جيدا ونلومكم قبول العضوية وانتم تعرفون انكم قدرة التغيير
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,مغربي,الخميس 31 أكتوبر 2019 - 13:50,لو قامت حرب مع الجزائر ووجد المغرب نفسه غير مسلح جيدا. اتدرون ما سيقول السي بلافريج. عندها سيقول اين كانت الدولة لمادا لم تكن تخصص ميزانيات كافية لاقتناء الاسلحة ؟؟؟؟!!!!!! انها الشعبوية او الطنز بالدارجة,قامت حرب الجزائر ووجد المغرب مسلح جيدا اتدرون سيقول السي بلافريج عندها سيقول اين الدولة لمادا تكن تخصص ميزانيات كافية لاقتناء الاسلحة الشعبوية الطنز بالدارجة
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,عبداللطيف المغربي,الخميس 31 أكتوبر 2019 - 14:15,الى المناضل بلافريج.. لا اتفق معك.نحن في زمن اخر..ان لم تكن اسدا اكلتك الضباع.الجزائر يا بلافريج تتسلح بأحذث الاسلحة النوعية الفتاكة.وهي في صراع مع المغرب.اتريد ان يبقى المغرب متفرجا.لأ ومليار لأ.لو كان الامر بيدي لضاعفت ميزانية الدفاع عشر مرات.لءننا امام جار غدار لا يؤتمن.ناهيك عن تبنيه لعصابة انفصالية ما انفكت تهدد امن واستقرار المغرب.من جهة اخرى المغرب يتسلح للدفاع.و الردع لا للعدوان.واليك الردع الباكستاني.فلولى ردعه الهند بقنبلة ذرية مماثلة للهند الذي سبقته لها.لكان اليوم في خبر كان.اعني دولة الباكستان.ولنا عبرة في الشهيد على بوتو الذي قال نأكل العشب لنملك القنبلة الذرية.قالها حين علم ان الهند بصدد صنع القنبلة الذرية.وامتلاك البلدين لقوة الردع هو الذي اوقف البلدان على خوض اية حرب اخرى.اذن ردع المغرب للجزائر واجب والا....ستأوي الذئاب الى مضاجعنا كما يقال والفانم يفهم.ومبروك للجيش المغربي سياسته الردعية في التسليح النوعي...,المناضل بلافريج اتفق معك زمن اخر تكن اسدا اكلتك الضباع الجزائر بلافريج تتسلح بأحذث الاسلحة النوعية الفتاكة صراع المغرب اتريد يبقى المغرب متفرجا لأ ومليار لأ الامر بيدي لضاعفت ميزانية الدفاع مرات لءننا جار غدار يؤتمن ناهيك تبنيه لعصابة انفصالية انفكت تهدد امن واستقرار المغرب جهة المغرب يتسلح للدفاع الردع للعدوان واليك الردع الباكستاني فلولى ردعه الهند بقنبلة ذرية مماثلة للهند سبقته لكان خبر اعني دولة الباكستان ولنا عبرة الشهيد بوتو نأكل العشب لنملك القنبلة الذرية قالها الهند بصدد صنع القنبلة الذرية وامتلاك البلدين لقوة الردع اوقف البلدان خوض اية حرب اذن ردع المغرب للجزائر واجب والا ستأوي الذئاب مضاجعنا يقال والفانم يفهم ومبروك للجيش المغربي سياسته الردعية التسليح النوعي 
politique,بلافريج يستغرب الرفع من ميزانية الدفاع ويرفض خطاب العام زين,today,إقرأ,الخميس 31 أكتوبر 2019 - 16:49,عندما تلبس الزي العسكري وتتشرف به ستطلب ان ترتفع ميزانية الجيش الى ما لا حدود ....انظر للجنود من جهة المعيشة المدنية وستفهم من يحميك لتتكلم بحرية وسط بلد سيمته ( كرفس العسكري )ليتمتع البرلماني الذي لا يجرأ حتى على الخروج بعد صلاة المغرب من منزله والعسكري هو حصنه المقهور فانعم وانتظر امر الله,تلبس الزي العسكري وتتشرف ستطلب ترتفع ميزانية الجيش حدود انظر للجنود جهة المعيشة المدنية وستفهم يحميك لتتكلم بحرية وسط بلد سيمته كرفس العسكري ليتمتع البرلماني يجرأ الخروج صلاة المغرب منزله والعسكري حصنه المقهور فانعم وانتظر امر الله
regions,كيسر تتطلّع إلى اللحاق بركب مشاريع التنمية في إقليم سطات,today,مسكيني,الخميس 31 أكتوبر 2019 - 17:45,السلام,السلام
regions,كيسر تتطلّع إلى اللحاق بركب مشاريع التنمية في إقليم سطات,today,نور,الخميس 31 أكتوبر 2019 - 18:01,وماذا عن طريق الموت. الحوادث المميتة,وماذا طريق الموت الحوادث المميتة
